WorkerId,imageID,Answer.tag1,Answer.tag10,Answer.tag2,Answer.tag3,Answer.tag4,Answer.tag5,Answer.tag6,Answer.tag7,Answer.tag8,Answer.tag9
697080,5d4bed5bcf0b3a0f3f34f768.jpg,clothesline,,hanging,dry,laundry,clothing,,,,
563304,5ec4fac6f0611d7ddd742287.jpg,Front Door,Welcome Mat,Entrance,Porch,Welcome,Exterior,House,Entryway,Outdoor,Doormat
972602,5ec4fac6f0611d7ddd742287.jpg,door,,door lock,cloths,wall,floor,,,,
287276,5d4be6fecf0b3a0f3f344b16.jpg,wall,,book,pen,clock,tv,,,,
334568,5d4be6fecf0b3a0f3f344b16.jpg,bedroom,,disorganized,waste,things,bed,,,,
178862,5d4be6fecf0b3a0f3f344b16.jpg,clock,,box,biro,bed sheet,cloth,,,,
776491,5d4be63ecf0b3a0f3f34350b.jpg,sink,,pipe,tap,tiles,shadow,,,,
291867,5d4be63ecf0b3a0f3f34350b.jpg,Sink,Hygiene,Faucet,Tiles,Bathroom,Countertop,Handles,Floral,Basin,Plumbing
570379,5ec4f945f0611d7ddd7415e7.jpg,WOODEN TABLE TOP,MODERN DESK,DINING TABLE,ROUND TABLE,OFFICE DESK,COFFEE TABLE,GLASS SURFACE,ELEGANT FURNISHING,MINIMALIST TABLE,RUSTIC TABLE
230980,5ec4f945f0611d7ddd7415e7.jpg,Traditional dish,Spoons,Red sauce,Bananas,Orange pitcher,Silver tray,Orange cups,Wooden table,Chairs,Indoors
918411,5d4beb5dcf0b3a0f3f34c1d0.jpg,clothes,,doll,screen,lamp,window,,,,
115430,5d4beb5dcf0b3a0f3f34c1d0.jpg,clothes,,teddy,door,windows,cabdoards,,,,
433189,5d4beb5dcf0b3a0f3f34c1d0.jpg,stand,,teddy,cloth,wall,glass,,,,
771678,5d4be637cf0b3a0f3f343449.jpg,Brick Wall,,Door,Glass,Entrance,Closed,,,,
513910,5d4be637cf0b3a0f3f343449.jpg,brick house,,red,black,glass windows,doormat,,,,
426916,5d4be637cf0b3a0f3f343449.jpg,door,,glass,wall,floor,lock,,,,
934851,629a66b88c453968c56384ea.jpg,peoples,,sag,wall,food,water,,,,
289553,629a66b88c453968c56384ea.jpg,two man,,eating,sitting,cycle,bucket,,,,
918411,5d4bee95cf0b3a0f3f351aa0.jpg,table,,fan,sofa,mat,photo,xmasstree,,,
334568,5d4be2bbcf0b3a0f3f33d313.jpg,kitchen,,cooking,food,plates,dishes,,,,
969759,5d4be2bbcf0b3a0f3f33d313.jpg,kishan,,cash,self,character,sink,,,,
433189,5d4be678cf0b3a0f3f343bcb.jpg,door,,wall,mirror,box,hang,,,,
412556,5d4be678cf0b3a0f3f343bcb.jpg,diir,,decirate,heart,gkass,window,,,,
835592,5f3ee97d6d3d58d236b02fe8.jpg,Drying rack,,Rugs,Running shoes,Potted plants,Tile floor,,,,
178862,5f3ee97d6d3d58d236b02fe8.jpg,dress,,flower,tree,flour,cloth,,,,
934851,5f3ee97d6d3d58d236b02fe8.jpg,clothes,,hanger,wall,flower pot,floor,,,,
476632,6296712d066375f13fca0ce1.jpg,men,,women,sitting,chirs,doors,,,,
812292,6296712d066375f13fca0ce1.jpg,man,,woman,outdoors,talking,sitting,,,,
719478,6296712d066375f13fca0ce1.jpg,dirt,,building,plastic chair,man,woman,,,,
287276,5ec4f950f0611d7ddd741647.jpg,human,,water,tap,skink,wall,,,,
598710,5ec4f950f0611d7ddd741647.jpg,hand,,tiles,water,tap,sink,,,,
178862,5ec4f950f0611d7ddd741647.jpg,tap,,sinks,water,hand,wall,,,,
176560,5d4bf078cf0b3a0f3f354f70.jpg,boy,,sofa,wall photo,table,lamp,,,,
782846,5d4bf078cf0b3a0f3f354f70.jpg,Living room,Cozy,Blue sofas,Coffee table,Framed paintings,Floor lamp,Fish-shaped cushion,Remote control,Decorative pillows,Patterned rug
570379,5d4bf078cf0b3a0f3f354f70.jpg,COZY SANCTUARY,RELAXING LOUNGE,MODREN CHIC,SPACIOUS RETREAT,ELEGANT GATHERING SPACE,BRIGHT AND AIRY,MINIMALIST HAVEN,WARM AND INVITING,FAMILY FRIENDLY AREA,CONTEMPORARY COMFORT
918411,5d4be374cf0b3a0f3f33e4ed.jpg,oven,,cooker,cabinet,stove,mixer,,,,
370862,5d4be374cf0b3a0f3f33e4ed.jpg,Kitchen,,Red cupboards,oven,Pressure cooker,gas stove,chimney,Frying pan with food,gasstove lit,
776491,5d4bf2edcf0b3a0f3f3592ca.jpg,sink,,white,tiles,pipe,bright,,,,
934851,5d4bf2edcf0b3a0f3f3592ca.jpg,sink,,wall,holder,vessel,room,,,,
259056,5ec4f920f0611d7ddd7414b0.jpg,jute bag,,school bag,shopping bag,hanger,door,,,,
289553,5ec4fac8f0611d7ddd74229c.jpg,cloths,,piano,table,book,fire box,,,,
719478,5ec4fac8f0611d7ddd74229c.jpg,clothes,,radiator,drying rack,laundry,piano,,,,
507028,5d4bee4ccf0b3a0f3f35123e.jpg,vessels,,bottle,table,plate,box,tablet,,,
340888,5d4be7f2cf0b3a0f3f346539.jpg,chair,,battles,windows,gas,wood table,,,,
393568,5d4be7f2cf0b3a0f3f346539.jpg,tile,,window,door,cup,fridge,,,,
962499,5d4bf18ecf0b3a0f3f356b5c.jpg,Television,,TV,couch,sofa,relaxing,living room,table,white walls,
282053,5d4bf18ecf0b3a0f3f356b5c.jpg,Room,,Table,Floor,Appliances,Electronics,Television,,,
494896,5d4bef62cf0b3a0f3f353254.jpg,Faucet,,Bathroom,Tiles,Sink,Soap,,,,
719478,5ec4fc22f0611d7ddd742df4.jpg,door,,entry,window,curtain,steps,,,,
861370,5ec4fc22f0611d7ddd742df4.jpg,out door,,door,entrance,white,stairs,house,,,
252240,5ec4fc22f0611d7ddd742df4.jpg,home,,light,tore,step,things,,,,
178862,5d4bf063cf0b3a0f3f354d52.jpg,table,,room,birdge,cup,chair,,,,
331096,5d4bf063cf0b3a0f3f354d52.jpg,table,,freze,cup,oven,lites,,,,
436567,5d4bf063cf0b3a0f3f354d52.jpg,cup,,towel,light,cupboard,books,,,,
334568,5d4be4ddcf0b3a0f3f340df0.jpg,television,,enjoyment,cool,happy,food,,,,
934851,5d4be4ddcf0b3a0f3f340df0.jpg,clothes,,floor,remote,papers,window screen,,,,
446378,5d4be4ddcf0b3a0f3f340df0.jpg,remote,,flower,paper,cloth,paste,bowl,,,
811102,5ee63a8112a0221cba89f31d.jpg,Cloths,,Dry,Cloth stand,Back Yard,Wet,,,,
176560,5d4be138cf0b3a0f3f33aadf.jpg,water,,sink,door,flash,soap,,,,
815247,5d4be138cf0b3a0f3f33aadf.jpg,Sink,,Soap,Faucet,Hand,Water,Handwash,,,
436953,5d4be717cf0b3a0f3f344e08.jpg,room,,a,b,good,c,g,,,
661877,5d4be717cf0b3a0f3f344e08.jpg,kitchen,cooker,stove,windwo,calander,door,good,nice,excellent,reedcolour
885427,5d4be18dcf0b3a0f3f33b3b7.jpg,Living Room,,Pedestal Fan,Flower Vase,Beautiful,Cozy Sofa,Wooden Storage,,,
272809,5d4be18dcf0b3a0f3f33b3b7.jpg,FAN,,TABLE,SOFA,TEA POI,CUPBOARD,,,,
199019,5d4be18dcf0b3a0f3f33b3b7.jpg,standing fan,,black sofa,living room,flower wash,glass table,,,,
918411,5d4bee69cf0b3a0f3f35156c.jpg,dress,,chair,soap,clothes,shirt,,,,
334568,5d4bee69cf0b3a0f3f35156c.jpg,dry,,cloths,wash,clean,neat,,,,
962499,5d4bee69cf0b3a0f3f35156c.jpg,small space,,clothes rack,drying,laundry,balcony,clothes,coat,shirts,pants
674761,5ec4f7dff0611d7ddd7409e3.jpg,cylinder,,gas stove,plastic bottle,room,oil,,,,
761105,5ec4fa69f0611d7ddd741f6e.jpg,door,,wooden,entrance,path,ramp,,,,
488944,5ec4fa69f0611d7ddd741f6e.jpg,Door,,Lock,Flooring,Floor mat,Window,Sun light,,,
533612,5d4bdfc7cf0b3a0f3f3382b2.jpg,Sink,Fixture,Faucet,Soap dish,Bathroom,Tiles,Drain,Basin,Plumbing,Hygiene
465922,5d4bdfc7cf0b3a0f3f3382b2.jpg,Sink,,pibe,soup,stand,sing hole,tiles,,,
435753,5f39828234408b5a632b4627.jpg,hooded sweatshirt,,rod,wall,tile,clothespins,drying,,,
393568,5f39828234408b5a632b4627.jpg,tshirt,,wall,clip,tile,room,,,,
934851,62a4f9b79280e3e1e8f9386a.jpg,floor,,things,tiles,window,clothes,,,,
674761,62a4f9b79280e3e1e8f9386a.jpg,room,,silvet things,chiar,kicthen,bottle,,,,
514735,62a4f9b79280e3e1e8f9386a.jpg,Hall Setup,Speakers,Tiles with Reflection,Arrangement,Attached Shelf,Stacked buckets,Mirrors,Cameraman Caught,Television,Mat
759268,5d4be7b7cf0b3a0f3f345f44.jpg,clothes,,water,earth,house,sticks,,,,
260115,5d4be7b7cf0b3a0f3f345f44.jpg,Hut,Shelter,Bamboo,Mat,Sack,Clothes,Jug,Interior,Rural,Simple
761105,5d4be2f2cf0b3a0f3f33d7e3.jpg,kitchen,,sink,room,utensils,cooking,,,,
527586,5d4be2f2cf0b3a0f3f33d7e3.jpg,U-shaped kitchen,Tiled floor,Dark countertops,Light cabinets,Double sink,Mosaic backsplash,Blender,Water purifier,Cluttered countertop,Hanging light fixture
178862,5d4bef5bcf0b3a0f3f353184.jpg,house,,flour,boom stick,basket,window,,,,
230980,5d4bef5bcf0b3a0f3f353184.jpg,Rustic,Earthy,Attic,Storage,Wicker basket,Wooden beams,Clay walls,Corrugated roof,Natural light,Bedding
861370,5d4bde72cf0b3a0f3f336173.jpg,Laundry,Clothesline,Indoor,drying,Clothes rack,Garments,Drying space,Household,Washing,Fabric
812292,5d4bde72cf0b3a0f3f336173.jpg,clothes,,laundry,drying,rack,indoors,,,,
507028,5d4bde72cf0b3a0f3f336173.jpg,clothes,,screen,window,glass,stool,bowl,,,
734511,5d4be0eccf0b3a0f3f33a1f5.jpg,washing hands,,cleaning,soap,dispenser,faucet,sink,basin,water,lather
771678,5d4be0eccf0b3a0f3f33a1f5.jpg,Hand wash,,Tap,Sanitize,Clean,Sink,,,,
272809,5d4be0eccf0b3a0f3f33a1f5.jpg,clean,,wash,handwash,liquid,sanitiser,,,,
426916,5d4be92dcf0b3a0f3f34822e.jpg,door,,lock,grill,door lens,handle,,,,
630137,5d4be92dcf0b3a0f3f34822e.jpg,door,,black colour,glass,lid,close door,,,,
421763,5d4beba2cf0b3a0f3f34c970.jpg,room,,kicthen,door,bottles,house,,,,
934851,5d4bf42acf0b3a0f3f35b292.jpg,table,,wall,floor,chimni lamb,cloth,,,,
446378,5d4bf42acf0b3a0f3f35b292.jpg,bench,,lamp,cloth,sheet,table,,,,
847483,5d4bf4abcf0b3a0f3f35c008.jpg,Kitchen,Utensils,Sink,Faucet,Dish,Soap,Countertop,Rack,Cleaning,Double basin
416025,5d4bf4abcf0b3a0f3f35c008.jpg,wash basin,,dirty plate,faucet,wall sticker,steel holder,,,,
719478,5d4bf2a3cf0b3a0f3f3589f2.jpg,cabient,,hotplate,propane,pot,tubing,,,,
626800,5d4bf2a3cf0b3a0f3f3589f2.jpg,room,,kitchken,gase,cooking things,water,,,,
776491,64f8d1d889f67de0f105244c.jpg,door,,trees,tiles,window,mat,,,,
934851,64f8d1d889f67de0f105244c.jpg,door,,window,wall,floor,tree,,,,
686533,64f8d1d889f67de0f105244c.jpg,tree,door lock,lief,window,door,mat,room,house,cement,mirrer
476632,5d4bef7acf0b3a0f3f353534.jpg,house,,table,chirs,wooden,clothes,open area,,,
178862,5d4bef7acf0b3a0f3f353534.jpg,table,,tree,gross,ground,wood stick,,,,
823524,5d4be338cf0b3a0f3f33ded3.jpg,pump,,sink,water,washing fashion,tang,,,,
476632,5d4be338cf0b3a0f3f33ded3.jpg,washroom,,soup,water,tops,clothes,,,,
918411,5f33f9a2f99db417e5af2c27.jpg,shirt,,wire,clip,wall,grill,,,,
692158,5f33f9a2f99db417e5af2c27.jpg,dress,,clips,yellow wall,back side tree,dress hanging,,,,
771678,5d4bf2c4cf0b3a0f3f358dd0.jpg,Cluttered,,Storage,Utensils,Shelves,Stove,,,,
719478,5ec4fa27f0611d7ddd741d86.jpg,window,,paint,brick,trees,car,,,,
812292,5ec4fa27f0611d7ddd741d86.jpg,doors,,windows,brick,plants,bushes,,,,
630137,5ec4fa27f0611d7ddd741d86.jpg,trees,,glass,door,door lock,car,,,,
309281,5d4bdf75cf0b3a0f3f337acf.jpg,Indoor,Informal,Group,Table,Writing,Smartphone,Tapestry,Animals,Rustic,Collaborative
433189,5d4bdf75cf0b3a0f3f337acf.jpg,person,,sofa,human,colth,wall,,,,
547533,5d4beb8dcf0b3a0f3f34c6f8.jpg,Hand washing,Sanitation,Sink,Soap,Hygiene,Water,Faucet,Bathroom,Cleanliness,Running water
917981,5d4beb8dcf0b3a0f3f34c6f8.jpg,sink,,handwashing,washing hands,cleaning hands,running water,bathroom,faucet,,
734511,5d4be6f0cf0b3a0f3f34496c.jpg,room,,interior,flooring,wooden roof,furniture,bucket,living area,hall,
115430,5d4be6f0cf0b3a0f3f34496c.jpg,house,,mirror,clothes,floor,covers,bag,,,
446378,5d4be6f0cf0b3a0f3f34496c.jpg,dustbin,,wood,clothes,sheet,drum,bucket,,,
178862,5fd04a95f2d9500e43595422.jpg,dress,,biro,room,flour,table,,,,
284919,5fd04a95f2d9500e43595422.jpg,bero,,dress,hanger,swtich,table,,,,
370532,5fd04a95f2d9500e43595422.jpg,dryer,,automatic dryer,electric,winder,healthy house,,,,
129345,5ec4f54e3f62767d97a47305.jpg,Orange wall,Plants,Black door,Lamp,Wooden chair,Pot,Umbrella,Drainpipe,Shadow,Fence
376524,5ec4f54e3f62767d97a47305.jpg,Orange wall,Entrance,Black door,Lamp,Wooden chair,Umbrella,Shadows,Climbing plants,Drainpipe,Fence
861370,5ec4f54e3f62767d97a47305.jpg,out door,,sunlight,front,dooor,entrance,,,,
734511,5ec4f8b8f0611d7ddd741146.jpg,wash basin,,sink,toilet,faucet,bathroom,tiles,soap,plant,
336136,5d4bedaecf0b3a0f3f3500f8.jpg,Floor Seating,,Pillows,Coffee Table,Rug,Indoor,Resting Hall,,,
847483,5d4bedaecf0b3a0f3f3500f8.jpg,Wooden table,Functional,Rugs,Blankets,Pillow,Cracks,Cushions,Worn walls,Floor seating,Modest
421763,5d4beec6cf0b3a0f3f35202c.jpg,table,,plastic bottle,house,aspetos,dova,,,,
259056,5d4beec6cf0b3a0f3f35202c.jpg,table,,water bottle,jug,vessels,cloth,,,,
734511,5d4be7d5cf0b3a0f3f3461e7.jpg,clothesline,,hanging apparel,laundry,room,interior,utility area,home,chores,
934851,5d4be7d5cf0b3a0f3f3461e7.jpg,clothes,,wall,hangers,floor,table,,,,
176560,5d4be7d5cf0b3a0f3f3461e7.jpg,house,,wall,tress,rope,pucket,,,,
719478,5ec4fc1df0611d7ddd742dc5.jpg,door,,beads,rail,stairs,plant,,,,
570379,5ec4fc1df0611d7ddd742dc5.jpg,CLOSED ENTRANCE,LOCKED GATE,SECURED BARRIER,LOCKED PASSAGE,FASTENED DOOR,IMPENETRABLE ENTRY,BARRIERED ACCESS,CLOSED LOCK,KEYED CLOSURE,SECURE DOORWAY
533612,5ec4fc1df0611d7ddd742dc5.jpg,Door,Wall switch,Plants,Staircase,Beaded curtain,Handrail,Peephole,Flower pots,Cactus,Entrance
969759,5d4bdf5dcf0b3a0f3f33788f.jpg,shobba,,bed,self,paper,colored pencil,,,,
230980,5d4bdf5dcf0b3a0f3f33788f.jpg,Couch,Peeling surface,Shelving unit,Green cushion,Scattered papers,Worn floor,Plain walls,Damaged compartments,Notebook,Wooden furniture
885427,5d4bdf5dcf0b3a0f3f33788f.jpg,Wooden Sofa,,Tv Unit,Cushion,Village Life,Living Room,Door,,,
681246,5d4be74fcf0b3a0f3f34536a.jpg,mirror,,gsn,glass,cloth,plastic bag,,,,
287276,5d4be74fcf0b3a0f3f34536a.jpg,coboard,,cloth,can,water,tv,,,,
272809,5ec4fc1ff0611d7ddd742dd7.jpg,DRESS,,HANGING,CLOTHES,RACK,DRYING,,,,
370862,5ec4fc1ff0611d7ddd742dd7.jpg,Cloth,,Drying,Stand,Clipped,ladder,Store room,,,
289553,5d4bef7acf0b3a0f3f35353c.jpg,ugly,,kitchen,salt,table,sheet,,,,
776491,5d4bef7acf0b3a0f3f35353c.jpg,wood,,veesels,stand,box,sand,,,,
456066,5d4bef7acf0b3a0f3f35353c.jpg,KITCHEN,,POOR HOUSE,VESSELS,BROKEN TABLE,SMALL HOUSE,,,,
259056,5ec4f92df0611d7ddd741526.jpg,door,,wood,handle,flower,plant,,,,
598710,5d4bef08cf0b3a0f3f3527d8.jpg,wood,,soil,slipper,stone,the background,,,,
230980,5d4bef08cf0b3a0f3f3527d8.jpg,Outdoor,Scattered items,Bench  Sandals,Sandals,Tree,Bags,Flour bag,Logs,Rural,Chair
662000,5d4beb86cf0b3a0f3f34c63c.jpg,Handwash,,Water pore,Tooth brush,Water Tap,Human,,,,
217703,5d4beb86cf0b3a0f3f34c63c.jpg,Washing hands,,Sink,Bathroom,Faucet,Toothbrush,Toiletries,Mirror,Running water,
861370,5d4beb86cf0b3a0f3f34c63c.jpg,washbasin,,soap,water,hands,hygeine,health,,,
334568,5ec4f81cf0611d7ddd740bfa.jpg,cooking,,burns,ashes,wooden sticks,completed,,,,
176560,5fd04990f2d9500e43594ed9.jpg,plant,,house,flower,tresh,clip,,,,
812292,5fd04990f2d9500e43594ed9.jpg,Laundry,,clothes,rack,outdoor,drying,,,,
934851,5fd04990f2d9500e43594ed9.jpg,hanger,,clothes,antenna,hanger clip,wall,,,,
309281,6057c96bad0f8861e7e18e0e.jpg,Entrance,Shadows,Modern design,Grey door,Vertical panels,Narrow window,Bricks,Step,Handrail,Sunlight
166085,6057c96bad0f8861e7e18e0e.jpg,doors,,wall,lock,sunlight,floor,,,,
547533,5ec4f804f0611d7ddd740b2d.jpg,Small room,Fabric items,Cluttered space,Kitchen area,Dirty floor,Bags of rice,Wall shelves,Homemade items,Cooking tools,Bright light
178862,5ec4f804f0611d7ddd740b2d.jpg,cloth,,can,god prames,flour,wall,,,,
433189,5d4bf124cf0b3a0f3f356082.jpg,chair,,tub,slipper,wood,floor,,,,
587058,5d4bf124cf0b3a0f3f356082.jpg,chair,,broken,table,outside,green store,,,,
887094,5d4bf124cf0b3a0f3f356082.jpg,table,,chair,mup,water,wall,,,,
918411,5d4be0d4cf0b3a0f3f339f45.jpg,clothes,,wood,sink,white,yellow,red,,,
340888,5d4beb15cf0b3a0f3f34ba54.jpg,fire,,woods,sand pond,bags,mugs,,,,
934851,5d4befe6cf0b3a0f3f354052.jpg,peoples,,wall,vessel,food,floor,,,,
812292,5d4befe6cf0b3a0f3f354052.jpg,children,,women,boys,girl,food,,,,
587058,5d4befe6cf0b3a0f3f354052.jpg,people,,family,sitting,food,eat,,,,
782846,5d4be6e4cf0b3a0f3f344816.jpg,Makeshift structure,Household items,Clothesline,Buckets,Basins,Cinder block walls,Satellite dish,Dirt ground,Puddles,Laundry
412556,5d4be424cf0b3a0f3f33f94a.jpg,human,,door,outside,bag,things,,,,
334568,5d4beeabcf0b3a0f3f351d2e.jpg,poor,,small,dirty,kitten,cooking,,,,
674761,5d4be67ccf0b3a0f3f343c31.jpg,wash,,soap,tap,water,box,hand wash,,,
734511,5d4be67ccf0b3a0f3f343c31.jpg,sink,,wash basin,tap,faucet,soap,hygeine,bathroom,tiles,
681246,5ec4f5503f62767d97a4731c.jpg,hole,,washing machine,switch,white machine,characters,,,,
488944,5ec4f5503f62767d97a4731c.jpg,Washing machine,,Front loader,Laundry appliance,Detergent dispenser,Washer drum,Wash settings,,,
889336,5ec4f5503f62767d97a4731c.jpg,laundry machine,,wasber,dryer,rinse,scrub,,,,
547533,5d4beca1cf0b3a0f3f34e3de.jpg,Brick walls,Pile,Clothing,Floor mat,Disrepair,Sparse furnishing,Neglect,Fabric,Corner room,Indoor
463831,5d4beca1cf0b3a0f3f34e3de.jpg,WAII,,PANT,CLOTH,MAT,TOWEL,STONE,,,
847483,5d4beca1cf0b3a0f3f34e3de.jpg,Brick walls,Worn,Fabric pile,Backpack,Floor,Sparse furnishing,Dilapidated,Blanket,Clothing,Dark corner
440313,5d4beab8cf0b3a0f3f34af5a.jpg,towel,,wash rags,hand cloth,prayer rugs,cloth fabric,,,,
176560,5d4beab8cf0b3a0f3f34af5a.jpg,towel,,house,rope,bower,tresh,colander,,,
734511,5d4beab8cf0b3a0f3f34af5a.jpg,clothes,,hanging,drying,laundry,cleaning,washing,,,
887094,5d4be1a9cf0b3a0f3f33b6eb.jpg,door,,wall,tree,key,pulp,,,,
861370,5d4be1a9cf0b3a0f3f33b6eb.jpg,door,,entrance,house,outside,outddoor,,,,
534391,5d4be1a9cf0b3a0f3f33b6eb.jpg,GOOD,,WATER,IL,OK,LIKE,,,,
176560,5d4bf3c5cf0b3a0f3f35a91e.jpg,sliper,,ground,house,wood,wheel,,,,
771678,5d4bf3c5cf0b3a0f3f35a91e.jpg,Outdoor,,Sand,Slipper,Wood,Empty space,,,,
675658,5ed419e3685870480419a205.jpg,Washing machine,Household,Laundry,Electrolux,Front-loading,Control panel,Door,Appliance,Steam system,White
776491,5ed419e3685870480419a205.jpg,machine,,white,dryer,tiles,button,,,,
761105,5ed419e3685870480419a205.jpg,washing,,machine,frontload,white,clothes,,,,
282053,5d4be7b6cf0b3a0f3f345f2c.jpg,Hut,,Rural,Cookware,Dark,Interior,Simple,,,
531113,5d4be7b6cf0b3a0f3f345f2c.jpg,Bamboo walls,Cooking area,Thatch roof,Metal pots,Firewood,Ash pile,Fabric,Metal bowl,Wooden box,Metal cup
570379,5d4be7b6cf0b3a0f3f345f2c.jpg,MESSY,GRIMY,CLUTTERED,UNCLEAN,DISORGANIZED,CHAOTIC,STAINED,UNTIDY,GREASY,OVERFLOWING
370862,5ec4fa62f0611d7ddd741f40.jpg,Lotion,,two,Nivea,Care shower,Balea,,,,
587058,5ec4fa62f0611d7ddd741f40.jpg,SHAMPOO,,BATHROOM,CLEAN,BATH,SHOWER,,,,
370532,5ec4f7f3f0611d7ddd740a95.jpg,bed room,,hostal,living together,room sharing,Lowe budget rental,,,,
426916,5ec4f7f3f0611d7ddd740a95.jpg,bed,,bags,paining,dresses,window,,,,
166085,5ec4f7f3f0611d7ddd740a95.jpg,bed,,pillows,clothes,bedsheet,windows,,,,
934851,5d4bec48cf0b3a0f3f34dab4.jpg,hen,,cup,ground,things,vessel,,,,
412556,5d4bec48cf0b3a0f3f34dab4.jpg,cock,,mug,utensils,can,stick,,,,
776491,5d4bea7dcf0b3a0f3f34a86a.jpg,vessels,,floor,mat,cup,cover,,,,
199019,5ec4fa6ff0611d7ddd741f9e.jpg,wasing machina,,bath room,top load,wash basin,cleaning mop,,,,
309281,5ec4fa6ff0611d7ddd741f9e.jpg,Laundry,Floor,Washing machine,Dryer,Appliances,Laundry room,Tiles,Sink,Plumbing,Mop
370862,5ec4fa6ff0611d7ddd741f9e.jpg,Washing Machine,,cloth dryer,sink,mop,pipeline,,,,
178862,5ec4f5e7f4a4fb7dc0387b1d.jpg,sofa,,chair,flour,cloth,blow,,,,
662000,5ec4f5e7f4a4fb7dc0387b1d.jpg,sofa,,chair,floor,screen,bed,,,,
416025,5ec4f5e7f4a4fb7dc0387b1d.jpg,old couch,,plastic chairs,curtain,teared couch,dirty room,brown couch,,,
138284,5d4bf048cf0b3a0f3f354ac2.jpg,Interior,Disorganized,Poverty,Rustic,Table,Containers,Makeshift,Tarpaulin,Backpack,Storage
719478,5d4bf2accf0b3a0f3f358af8.jpg,ladder,,pot,basket,dirt,thatching,,,,
726431,5d4bf2accf0b3a0f3f358af8.jpg,ladder,,dress,stick,home,table,,,,
719478,61806bdb629d4347d3a08471.jpg,door,,wood,door knob,cabinet,benches,,,,
476632,61806bdb629d4347d3a08471.jpg,house,,doors,chirs,bike,mat,,,,
918411,61806bdb629d4347d3a08471.jpg,door,,chair,mat,wall,key,,,,
776491,5d4bde91cf0b3a0f3f33646d.jpg,hand,,wash,sink,tap,water,,,,
519786,5d4bde91cf0b3a0f3f33646d.jpg,mens hands,,black dress,water,tab,wash his hands,,,,
792781,5d4bde91cf0b3a0f3f33646d.jpg,Washing hands,,Running water,Soap,Sink,Faucet,,,,
734511,6057bb7aa1ce963bf4cfb2b9.jpg,clothesline,,drying,washing,laundry,chores,cleaning,,,
416862,6057bb7aa1ce963bf4cfb2b9.jpg,cloth,,stand,clip,show,wall,,,,
776491,6057bb7aa1ce963bf4cfb2b9.jpg,cloth,,clip,lue,dryer,mat,,,,
376524,5d4be74ccf0b3a0f3f34530c.jpg,Kitchen,Cluttered,Cooking utensils,Wooden table,Red curtain,Bamboo wall,Hanging clothes,Corrugated metal,Green basin,Dim lighting
360190,5d4be74ccf0b3a0f3f34530c.jpg,Cup,,Window,Man,Box,Window clothe,,,,
861370,5d4bee70cf0b3a0f3f351640.jpg,bed,,carpet,comfort,cozy,bedroom,ventilation,,,
291867,5d4bee70cf0b3a0f3f351640.jpg,Checkered floor,Room,Toys,Clothes,Basket,Blanket,Ball,Bottle,Messy,Indoor
412556,5d4be3efcf0b3a0f3f33f341.jpg,door,,rack,containers,roof,glass,,,,
531113,5d4be3efcf0b3a0f3f33f341.jpg,House number 388,House exterior,Doorbell,House siding,Window,Reflective glass,MEDIC RESCUE sticker,Member sticker,Neighboring houses reflec,Sky reflection
166085,5d4be3efcf0b3a0f3f33f341.jpg,doors,,wall,glass,houses,currentwall,,,,
284919,5fd229ea955d2f758665c518.jpg,clothhanger,,dress,room,tiles,sofa,rack,,,
460365,5fd229ea955d2f758665c518.jpg,Cloth hanger,,T-shirt,Curtain,Towel,bedsheet,,,,
309281,5fd229ea955d2f758665c518.jpg,Drying rack,Laundry drying,Laundry,Towels,Sheets,Clothing,Colors,Metal bars,Tiled floor,Indoor
217703,5d4be0dbcf0b3a0f3f33a005.jpg,Washing hands,,Soap,Sink,Faucet,Running water,Lather,Razor,Toiletries,
433189,5d4be0dbcf0b3a0f3f33a005.jpg,handwash,,water,tap,washbasin,cream,,,,
148974,5d4beac6cf0b3a0f3f34b10c.jpg,ROAD,,DIRT,CLOTH,DARK,MUD,,,,
934851,5d4beac6cf0b3a0f3f34b10c.jpg,baby,,floor,vessels,clay oven,ground,,,,
638246,5d4beac6cf0b3a0f3f34b10c.jpg,unclean place,,dirty room,old wasted room,motor room area,small baby on this side,,,,
547533,5d4bf472cf0b3a0f3f35ba8e.jpg,Dry ground,Shadow,Scattered objects,Stick,Dried mud,Debris,Outdoor,Sunlight,Twigs,Uneven ground
749743,5d4bf472cf0b3a0f3f35ba8e.jpg,Dusty Ground,empty ground,Stick,Dried Mud,Trash,Outdoor Setting,Rural Area,Uneven Terrain,Clump of Dung,sun light
148974,5d4bf472cf0b3a0f3f35ba8e.jpg,Soil,,Sand,Beach,Shore,Natural,,,,
460365,5fd048fdf2d9500e43594a5f.jpg,t-shirt,,inner wear,Cloth hanging on a rope,PVC pipe,Roof,,,,
334568,5fd048fdf2d9500e43594a5f.jpg,cloths,,dry,clean,washed,hanger,,,,
412556,5fd048fdf2d9500e43594a5f.jpg,dress,,inner,hanger,pipes,room,,,,
570379,626c9232e840ab8a6152b2c1.jpg,SECURE,ACCESS CONTROL,LATCH,BOLT,LOCK MECHANISM,DEADBOLT,KEYHOLE,SAFETY DEVICE,ENTRY POINT,SECURITY FEATURE
376524,626c9232e840ab8a6152b2c1.jpg,Wooden door,White tiles,Candy packages,Brass handle,Metal shelf,Panasonic batteries,Candy jars,Trash bin,Display rack,Colorful packages
